strain	virus	date	accession_id	region	country	province	division	location
hCoV_19_Madagascar_IPM_38424_2020_EPI_ISL_1660225_2020_10_28	sars_cov_2	2021-03-24	EPI_ISL_4297567	Africa	Madagascar	Fianarantsoa	Haute-Matsiatra	Ambalavao
hCoV_19_Madagascar_IPM_38640_2020_EPI_ISL_1660226_2020_11_09	sars_cov_2	2021-03-29	EPI_ISL_4297593	Africa	Madagascar	Fianarantsoa	Haute-Matsiatra	Ambalavao
hCoV_19_Madagascar_IPM_38641_2020_EPI_ISL_1660227_2020_11_10	sars_cov_2	2021-03-29	EPI_ISL_4297594	Africa	Madagascar	Fianarantsoa	Haute-Matsiatra	Ambalavao
hCoV_19_Madagascar_IPM_38667_2020_EPI_ISL_1660228_2020_11_09	sars_cov_2	2021-01-11	EPI_ISL_1660239	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_39269_2020_EPI_ISL_1660229_2020_11_10	sars_cov_2	2021-01-26	EPI_ISL_1660247	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_39272_2020_EPI_ISL_1660230_2020_11_11	sars_cov_2	2021-02-04	EPI_ISL_1660259	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_40265_2020_EPI_ISL_1660231_2020_12_23	sars_cov_2	2021-02-09	EPI_ISL_1660263	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_40266_2020_EPI_ISL_1660232_2020_12_23	sars_cov_2	2021-02-16	EPI_ISL_1660269	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_40410_2020_EPI_ISL_1660233_2020_12_26	sars_cov_2	2021-02-22	EPI_ISL_1660277	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_40419_2020_EPI_ISL_1660234_2020_12_26	sars_cov_2	2021-01-11	EPI_ISL_1660301	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00513_2021_EPI_ISL_1660235_2021_01_06	sars_cov_2	2020-11-09	EPI_ISL_1660313	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00555_2021_EPI_ISL_1660236_2021_01_07	sars_cov_2	2020-11-11	EPI_ISL_1660314	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00593_2021_EPI_ISL_1660237_2021_01_08	sars_cov_2	2020-11-25	EPI_ISL_1660322	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00643_2021_EPI_ISL_1660238_2021_01_11	sars_cov_2	2020-12-08	EPI_ISL_1660323	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00659_2021_EPI_ISL_1660239_2021_01_11	sars_cov_2	2020-12-07	EPI_ISL_1660324	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00762_2021_EPI_ISL_1660240_2021_01_08	sars_cov_2	2020-12-07	EPI_ISL_1660325	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00763_2021_EPI_ISL_1660241_2021_01_12	sars_cov_2	2020-04-14	EPI_ISL_3716384	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00799_2021_EPI_ISL_1660242_2021_01_12	sars_cov_2	2020-06-09	EPI_ISL_3716460	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00808_2021_EPI_ISL_1660243_2021_01_13	sars_cov_2	2020-09-13	EPI_ISL_3716629	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00964_2021_EPI_ISL_1660244_2021_01_19	sars_cov_2	2020-09-20	EPI_ISL_3716639	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_00978_2021_EPI_ISL_1660245_2021_01_18	sars_cov_2	2020-10-09	EPI_ISL_3716651	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01005_2021_EPI_ISL_1660246_2021_01_15	sars_cov_2	2020-11-09	EPI_ISL_3716671	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01177_2021_EPI_ISL_1660247_2021_01_26	sars_cov_2	2020-11-23	EPI_ISL_3716676	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01224_2021_EPI_ISL_1660248_2021_01_27	sars_cov_2	2020-12-07	EPI_ISL_3716683	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01365_2021_EPI_ISL_1660249_2021_02_01	sars_cov_2	2020-12-07	EPI_ISL_3716684	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01366_2021_EPI_ISL_1660250_2021_02_01	sars_cov_2	2021-03-22	EPI_ISL_4297560	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01379_2021_EPI_ISL_1660251_2021_02_01	sars_cov_2	2021-03-22	EPI_ISL_4297561	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01422_2021_EPI_ISL_1660252_2021_02_02	sars_cov_2	2021-04-17	EPI_ISL_4297621	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01444_2021_EPI_ISL_1660253_2021_02_03	sars_cov_2	2021-03-23	EPI_ISL_4297641	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01448_2021_EPI_ISL_1660254_2021_02_01	sars_cov_2	2021-04-07	EPI_ISL_4297656	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01489_2021_EPI_ISL_1660255_2021_02_01	sars_cov_2	2021-04-02	EPI_ISL_4297657	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01497_2021_EPI_ISL_1660256_2021_02_01	sars_cov_2	2021-04-13	EPI_ISL_4297659	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01498_2021_EPI_ISL_1660257_2021_02_01	sars_cov_2	2021-04-07	EPI_ISL_4297660	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01503_2021_EPI_ISL_1660258_2021_01_28	sars_cov_2	2021-04-11	EPI_ISL_4297664	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01515_2021_EPI_ISL_1660259_2021_02_04	sars_cov_2	2021-04-09	EPI_ISL_4297665	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01517_2021_EPI_ISL_1660260_2021_02_05	sars_cov_2	2021-04-16	EPI_ISL_4297668	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01594_2021_EPI_ISL_1660261_2021_02_04	sars_cov_2	2021-04-20	EPI_ISL_4297681	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01635_2021_EPI_ISL_1660262_2021_02_09	sars_cov_2	2021-04-08	EPI_ISL_4297684	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01639_2021_EPI_ISL_1660263_2021_02_09	sars_cov_2	2021-04-15	EPI_ISL_4297718	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01667_2021_EPI_ISL_1660264_2021_02_10	sars_cov_2	2021-04-12	EPI_ISL_4297720	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01706_2021_EPI_ISL_1660265_2021_02_06	sars_cov_2	2021-04-12	EPI_ISL_4297721	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01757_2021_EPI_ISL_1660266_2021_02_15	sars_cov_2	2021-04-13	EPI_ISL_4297725	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01763_2021_EPI_ISL_1660267_2021_02_06	sars_cov_2	2021-04-13	EPI_ISL_4297726	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01791_2021_EPI_ISL_1660268_2021_02_15	sars_cov_2	2021-04-14	EPI_ISL_4297766	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01811_2021_EPI_ISL_1660269_2021_02_16	sars_cov_2	2021-07-07	EPI_ISL_7722680	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01875_2021_EPI_ISL_1660270_2021_02_15	sars_cov_2	2021-07-13	EPI_ISL_7722899	Africa	Madagascar	Antananarivo	Analamanga	Ambohidratrimo
hCoV_19_Madagascar_IPM_01898_2021_EPI_ISL_1660271_2021_02_19	sars_cov_2	2020-11-09	EPI_ISL_1660226	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_01915_2021_EPI_ISL_1660272_2021_02_15	sars_cov_2	2021-01-06	EPI_ISL_1660235	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_01917_2021_EPI_ISL_1660273_2021_02_15	sars_cov_2	2021-01-15	EPI_ISL_3716363	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_01919_2021_EPI_ISL_1660274_2021_02_15	sars_cov_2	2020-07-21	EPI_ISL_3716538	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_01941_2021_EPI_ISL_1660275_2021_02_22	sars_cov_2	2020-07-20	EPI_ISL_3716541	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_01958_2021_EPI_ISL_1660276_2021_02_17	sars_cov_2	2020-07-27	EPI_ISL_3716558	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_01983_2021_EPI_ISL_1660277_2021_02_22	sars_cov_2	2020-07-28	EPI_ISL_3716559	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02014_2021_EPI_ISL_1660278_2021_02_22	sars_cov_2	2020-08-06	EPI_ISL_3716570	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02015_2021_EPI_ISL_1660279_2021_02_23	sars_cov_2	2020-08-13	EPI_ISL_3716574	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02027_2021_EPI_ISL_1660280_2021_02_22	sars_cov_2	2020-08-17	EPI_ISL_3716584	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02071_2021_EPI_ISL_1660281_2021_02_23	sars_cov_2	2020-08-20	EPI_ISL_3716586	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02145_2021_EPI_ISL_1660282_2021_02_24	sars_cov_2	2020-08-31	EPI_ISL_3716608	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02162_2021_EPI_ISL_1660283_2021_02_26	sars_cov_2	2020-09-03	EPI_ISL_3716611	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02175_2021_EPI_ISL_1660284_2021_02_25	sars_cov_2	2020-09-03	EPI_ISL_3716612	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02177_2021_EPI_ISL_1660285_2021_02_26	sars_cov_2	2020-09-07	EPI_ISL_3716621	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02219_2021_EPI_ISL_1660286_2021_02_22	sars_cov_2	2020-09-07	EPI_ISL_3716622	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02256_2021_EPI_ISL_1660287_2021_02_25	sars_cov_2	2020-09-28	EPI_ISL_3716642	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02257_2021_EPI_ISL_1660288_2021_03_01	sars_cov_2	2020-10-19	EPI_ISL_3716658	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02259_2021_EPI_ISL_1660289_2021_03_01	sars_cov_2	2020-10-19	EPI_ISL_3716659	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_02260_2021_EPI_ISL_1660290_2021_03_01	sars_cov_2	2021-03-14	EPI_ISL_4297553	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_28569_2020_EPI_ISL_1660291_2020_08_11	sars_cov_2	2021-03-14	EPI_ISL_4297554	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_38589_2020_EPI_ISL_1660292_2020_11_06	sars_cov_2	2021-03-29	EPI_ISL_4297592	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00498_2021_EPI_ISL_1660293_2021_01_05	sars_cov_2	2021-04-15	EPI_ISL_4297653	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00532_2021_EPI_ISL_1660294_2021_01_04	sars_cov_2	2021-04-15	EPI_ISL_4297662	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00535_2021_EPI_ISL_1660295_2021_01_06	sars_cov_2	2021-04-15	EPI_ISL_4297674	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00545_2020_EPI_ISL_1660296_2020_12_07	sars_cov_2	2021-04-15	EPI_ISL_4297675	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00566_2021_EPI_ISL_1660297_2021_01_07	sars_cov_2	2021-04-15	EPI_ISL_4297676	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00602_2021_EPI_ISL_1660298_2021_01_08	sars_cov_2	2021-07-07	EPI_ISL_7722694	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00606_2021_EPI_ISL_1660299_2021_01_05	sars_cov_2	2021-07-07	EPI_ISL_7722699	Africa	Madagascar	Fianarantsoa	Amoron’i-Mania	Ambositra
hCoV_19_Madagascar_IPM_00608_2021_EPI_ISL_1660300_2021_01_06	sars_cov_2	2021-03-15	EPI_ISL_4297555	Africa	Madagascar	Toliara	Androy	Ambovombe-Androy
hCoV_19_Madagascar_IPM_00648_2021_EPI_ISL_1660301_2021_01_11	sars_cov_2	2021-03-15	EPI_ISL_4297556	Africa	Madagascar	Toliara	Androy	Ambovombe-Androy
hCoV_19_Madagascar_IPM_00765_2021_EPI_ISL_1660302_2021_01_11	sars_cov_2	2021-03-15	EPI_ISL_4297557	Africa	Madagascar	Toliara	Androy	Ambovombe-Androy
hCoV_19_Madagascar_IPM_00798_2021_EPI_ISL_1660303_2021_01_12	sars_cov_2	2021-03-12	EPI_ISL_4297611	Africa	Madagascar	Mahajanga	Sofia	Analalava
hCoV_19_Madagascar_IPM_00800_2021_EPI_ISL_1660304_2021_01_12	sars_cov_2	2021-02-03	EPI_ISL_1672389	Africa	Madagascar	Antananarivo	Analamanga	Andramasina
hCoV_19_Madagascar_IPM_00970_2021_EPI_ISL_1660305_2021_01_19	sars_cov_2	2021-03-29	EPI_ISL_4297575	Africa	Madagascar	Antananarivo	Analamanga	Andramasina
hCoV_19_Madagascar_IPM_01008_2021_EPI_ISL_1660306_2021_01_18	sars_cov_2	2021-03-29	EPI_ISL_4297576	Africa	Madagascar	Antananarivo	Analamanga	Andramasina
hCoV_19_Madagascar_IPM_01014_2021_EPI_ISL_1660307_2021_01_19	sars_cov_2	2021-03-29	EPI_ISL_4297577	Africa	Madagascar	Antananarivo	Analamanga	Andramasina
hCoV_19_Madagascar_IPM_01116_2021_EPI_ISL_1660308_2021_01_23	sars_cov_2	2021-07-12	EPI_ISL_7722731	Africa	Madagascar	Antananarivo	Analamanga	Andramasina
hCoV_19_Madagascar_IPM_01036_2021_EPI_ISL_1660309_2021_01_21	sars_cov_2	2021-07-12	EPI_ISL_7722734	Africa	Madagascar	Antananarivo	Analamanga	Andramasina
hCoV_19_Madagascar_IPM_38486_2020_EPI_ISL_1660310_2020_10_26	sars_cov_2	2021-07-15	EPI_ISL_7722753	Africa	Madagascar	Antananarivo	Analamanga	Ankazobe
hCoV_19_Madagascar_IPM_38586_2020_EPI_ISL_1660311_2020_11_02	sars_cov_2	2021-01-23	EPI_ISL_1660308	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_38662_2020_EPI_ISL_1660312_2020_11_09	sars_cov_2	2020-11-24	EPI_ISL_1660318	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_38681_2020_EPI_ISL_1660313_2020_11_09	sars_cov_2	2021-01-12	EPI_ISL_3716360	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_38684_2020_EPI_ISL_1660314_2020_11_11	sars_cov_2	2020-03-25	EPI_ISL_3716375	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_38708_2020_EPI_ISL_1660315_2020_11_12	sars_cov_2	2020-05-26	EPI_ISL_3716418	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_38709_2020_EPI_ISL_1660316_2020_11_12	sars_cov_2	2020-06-30	EPI_ISL_3716488	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39472_2020_EPI_ISL_1660317_2020_11_16	sars_cov_2	2020-07-25	EPI_ISL_3716552	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39508_2020_EPI_ISL_1660318_2020_11_24	sars_cov_2	2020-07-17	EPI_ISL_3716567	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39538_2020_EPI_ISL_1660319_2020_11_16	sars_cov_2	2020-07-18	EPI_ISL_3716568	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39540_2020_EPI_ISL_1660320_2020_11_16	sars_cov_2	2020-08-18	EPI_ISL_3716583	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39541_2020_EPI_ISL_1660321_2020_11_24	sars_cov_2	2020-11-26	EPI_ISL_3716680	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39549_2020_EPI_ISL_1660322_2020_11_25	sars_cov_2	2020-12-08	EPI_ISL_3716682	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39801_2020_EPI_ISL_1660323_2020_12_08	sars_cov_2	2020-12-28	EPI_ISL_3716696	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39869_2020_EPI_ISL_1660324_2020_12_07	sars_cov_2	2021-02-19	EPI_ISL_3716706	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_39873_2020_EPI_ISL_1660325_2020_12_07	sars_cov_2	2021-02-23	EPI_ISL_3716708	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_40195_2020_EPI_ISL_1660326_2020_12_15	sars_cov_2	2021-03-23	EPI_ISL_4297562	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_40197_2020_EPI_ISL_1660327_2020_12_14	sars_cov_2	2021-03-17	EPI_ISL_4297613	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_40199_2020_EPI_ISL_1660328_2020_12_18	sars_cov_2	2021-03-20	EPI_ISL_4297639	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_40252_2020_EPI_ISL_1660329_2020_12_22	sars_cov_2	2021-03-22	EPI_ISL_4297640	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_40282_2020_EPI_ISL_1660330_2020_12_17	sars_cov_2	2021-04-07	EPI_ISL_4297655	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_40288_2020_EPI_ISL_1660331_2020_12_24	sars_cov_2	2021-04-07	EPI_ISL_4297661	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00605_2021_EPI_ISL_1660332_2021_01_06	sars_cov_2	2021-04-17	EPI_ISL_4297677	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00707_2021_EPI_ISL_1660333_2021_01_12	sars_cov_2	2021-04-17	EPI_ISL_4297679	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00988_2021_EPI_ISL_1660334_2021_01_20	sars_cov_2	2021-04-09	EPI_ISL_4297695	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00766_2021_EPI_ISL_1660335_2021_01_11	sars_cov_2	2021-04-09	EPI_ISL_4297696	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00906_2021_EPI_ISL_1660336_2021_01_15	sars_cov_2	2021-04-13	EPI_ISL_4297760	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_38435_2020_EPI_ISL_1672387_2020_10_27	sars_cov_2	2021-05-11	EPI_ISL_7722846	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_01148_2021_EPI_ISL_1672388_2021_01_25	sars_cov_2	2021-05-11	EPI_ISL_7722847	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_01467_2021_EPI_ISL_1672389_2021_02_03	sars_cov_2	2021-05-17	EPI_ISL_7722853	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_01581_2021_EPI_ISL_1672390_2021_02_01	sars_cov_2	2021-07-10	EPI_ISL_7722887	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00425_2021_EPI_ISL_3716349_2021_01_04	sars_cov_2	2021-07-10	EPI_ISL_7722891	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00450_2021_EPI_ISL_3716350_2021_01_03	sars_cov_2	2021-07-10	EPI_ISL_8523894	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Atsimondrano
hCoV_19_Madagascar_IPM_00451_2021_EPI_ISL_3716351_2021_01_03	sars_cov_2	2021-01-07	EPI_ISL_1660236	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00491_2021_EPI_ISL_3716352_2021_01_05	sars_cov_2	2021-01-19	EPI_ISL_1660244	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00496_2021_EPI_ISL_3716353_2021_01_05	sars_cov_2	2021-02-01	EPI_ISL_1660254	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00517_2021_EPI_ISL_3716354_2021_01_06	sars_cov_2	2021-01-04	EPI_ISL_3716349	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00610_2021_EPI_ISL_3716355_2021_01_07	sars_cov_2	2021-01-05	EPI_ISL_3716352	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00685_2021_EPI_ISL_3716356_2021_01_11	sars_cov_2	2021-01-12	EPI_ISL_3716359	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00686_2021_EPI_ISL_3716357_2021_01_11	sars_cov_2	2021-01-23	EPI_ISL_3716372	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00687_2021_EPI_ISL_3716358_2021_01_11	sars_cov_2	2020-05-14	EPI_ISL_3716407	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00713_2021_EPI_ISL_3716359_2021_01_12	sars_cov_2	2020-05-26	EPI_ISL_3716421	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00742_2021_EPI_ISL_3716360_2021_01_12	sars_cov_2	2020-10-06	EPI_ISL_3716648	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00747_2021_EPI_ISL_3716361_2021_01_13	sars_cov_2	2021-02-01	EPI_ISL_3716829	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00809_2021_EPI_ISL_3716362_2021_01_13	sars_cov_2	2021-04-19	EPI_ISL_4297624	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00830_2021_EPI_ISL_3716363_2021_01_15	sars_cov_2	2021-03-18	EPI_ISL_4297635	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00857_2021_EPI_ISL_3716364_2021_01_13	sars_cov_2	2021-04-12	EPI_ISL_4297642	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00862_2021_EPI_ISL_3716365_2021_01_13	sars_cov_2	2021-04-17	EPI_ISL_4297680	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_00976_2021_EPI_ISL_3716366_2021_01_18	sars_cov_2	2021-04-09	EPI_ISL_4297694	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
